Product_id,Brand Name,Product Name,Image URL,Selling Price,MRP Price,Discount Percentage,Rating,Comment / Review Count,Listing Type,Source Page
37944132,CULT,Women Pro Training T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/DECEMBER/3/pRDZ80ub_5b97de36a09e4be9bc1122183a63eb79.jpg",799,1599,50%,4.6,175,AD,Keyword : tshirt
37944131,CULT,Women Pro Training T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/DECEMBER/3/0CTk7a2e_9a4cc21621664ac8957762d803ba2b55.jpg",729,1599,54%,4.6,170,AD,Keyword : tshirt
18389716,Jack & Jones,Men Solid Lounge T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18389716/2022/5/23/065de546-6d1a-4c59-b19b-6420955e2bf01653321025883JackJonesMenYellowT-shirt1.jpg",419,699,40%,4.1,1.7k,Oragnic,Keyword : tshirt
37580501,AMAHA FASHIONS,Pack Of 2 Cotton Tshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/OCTOBER/23/E1tzklGU_92460871de914466aed985368ad8bc7e.jpg",458,1999,77%,0,0,Oragnic,Keyword : tshirt
30880765,Allen Solly,Polo Collar T-Shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30880765/2024/10/3/4ba76416-7f12-4f85-92f3-c8bdbb60d9ba1727951892238-Allen-Solly-Men-Tshirts-7591727951891764-1.jpg",791,1199,34%,4.4,196,AD,Keyword : tshirt
37299487,DAMN GUD DG,Girls Floral Printed T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/OCTOBER/2/98vLmcAV_208b2eace626416b976f71b548a33002.jpg",499,1000,50%,4,352,Oragnic,Keyword : tshirt
35469309,KEESOR,Girls Black Tshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/JULY/7/sdTDcCty_cf1813349d4b436484163746dc79ce51.jpg",240,499,52%,4.5,426,Oragnic,Keyword : tshirt
32727862,RARE ONES,Boys Printed Cotton T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/FEBRUARY/11/2nyoL7Ys_8e209fe1e24b4dda850be0799a0da0f6.jpg",749,1499,50%,4.6,68,AD,Keyword : tshirt
12027436,Levis,Solid Lounge T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12027436/2022/9/15/ea90445c-a37b-43ac-948b-8e291ec78dc31663221311972LevisMenWhiteSolidRoundNeckLoungeT-shirt1.jpg",545,649,16%,4.4,18.7k,Oragnic,Keyword : tshirt
32883179,DAMENSCH,Round Neck T-Shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/32883179/2025/5/8/5a2035a1-f816-4c2d-bf4e-9ec0058248b71746716866800-DAMENSCH-Round-Neck-T-Shirt-6521746716866395-1.jpg",497,599,17%,4.4,3.2k,Oragnic,Keyword : tshirt
23083552,Louis Philippe Jeans,Men Polo Collar Slim Fit T-shirt,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2026/FEBRUARY/7/KgPv2WSd_c197fd15c84a436fb13f8215b93a8c1c.jpg",734,1499,51%,4.4,1.6k,AD,Keyword : tshirt
